SERIES,SYMBOL,SECURITY,RECORD_DT,BC_STRT_DT,BC_END_DT,EX_DT,ND_STRT_DT,ND_END_DT,PURPOSE
SM,SUPREMEENG,Supreme Engineering Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
SM,AKG,AKG Exim Limited,08/12/2020, , ,07/12/2020, , ,BONUS 3:5                
SM,PANSARI,Pansari Developers Ltd., ,03/12/2020,10/12/2020,01/12/2020, , ,ANNUAL GENERAL MEETING   
SM,GOLDSTAR,Goldstar Power Limited, ,09/12/2020,14/12/2020,07/12/2020, , ,ANNUAL GENERAL MEETING   
SM,MARSHALL,Marshall Machines Ltd, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
SM,SERVOTECH,Servotech Power Sys Ltd., ,12/12/2020,19/12/2020,10/12/2020, , ,ANNUAL GENERAL MEETING   
SM,SECURCRED,SecUR Credentials Limited, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
SM,KSHITIJPOL,Kshitij Polyline Limited, ,28/11/2020,04/12/2020,26/11/2020, , ,ANNUAL GENERAL MEETING   
SM,TRANSWIND,Transwind Infra Limited, ,04/12/2020,10/12/2020,02/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,KSHITIJPOL,Kshitij Polyline Limited, ,28/11/2020,04/12/2020,26/11/2020, , ,ANNUAL GENERAL MEETING   
SQ,SECURCRED,SecUR Credentials Limited, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,SERVOTECH,Servotech Power Sys Ltd., ,12/12/2020,19/12/2020,10/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,MARSHALL,Marshall Machines Ltd, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,TIRUPATI,Shree Tirupati Balajee, ,09/12/2020,16/12/2020,07/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,GOLDSTAR,Goldstar Power Limited, ,09/12/2020,14/12/2020,07/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,PANSARI,Pansari Developers Ltd., ,03/12/2020,10/12/2020,01/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,AKG,AKG Exim Limited,08/12/2020, , ,07/12/2020, , ,BONUS 3:5                
SQ,SUPREMEENG,Supreme Engineering Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,TRANSWIND,Transwind Infra Limited, ,04/12/2020,10/12/2020,02/12/2020, , ,ANNUAL GENERAL MEETING   
ST,MARSHALL,Marshall Machines Ltd, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
ST,TRANSWIND,Transwind Infra Limited, ,04/12/2020,10/12/2020,02/12/2020, , ,ANNUAL GENERAL MEETING   
ST,KSHITIJPOL,Kshitij Polyline Limited, ,28/11/2020,04/12/2020,26/11/2020, , ,ANNUAL GENERAL MEETING   
ST,SECURCRED,SecUR Credentials Limited, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
ST,SERVOTECH,Servotech Power Sys Ltd., ,12/12/2020,19/12/2020,10/12/2020, , ,ANNUAL GENERAL MEETING   
ST,GOLDSTAR,Goldstar Power Limited, ,09/12/2020,14/12/2020,07/12/2020, , ,ANNUAL GENERAL MEETING   
ST,PANSARI,Pansari Developers Ltd., ,03/12/2020,10/12/2020,01/12/2020, , ,ANNUAL GENERAL MEETING   
ST,AKG,AKG Exim Limited,08/12/2020, , ,07/12/2020, , ,BONUS 3:5                
ST,SUPREMEENG,Supreme Engineering Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
ST,TIRUPATI,Shree Tirupati Balajee, ,09/12/2020,16/12/2020,07/12/2020, , ,ANNUAL GENERAL MEETING   
U7,IBUCCREDIT,SeReNCD8.66%SrIVCIII&IV,10/12/2020, , ,09/12/2020, , ,INTEREST PAYMENT         
UA,IBUCCREDIT,SeReNCD8.75%SrVICI&II,10/12/2020, , ,09/12/2020, , ,INTEREST PAYMENT         
UB,IBUCCREDIT,SeReNCD8.84%SrVICIII&IV,10/12/2020, , ,09/12/2020, , ,INTEREST PAYMENT         
UX,L&TFINANCE,Se Re NCD 8.25% Sr.I Opt1,08/12/2020, , ,07/12/2020, , ,INTEREST PAYMENT         
UY,L&TFINANCE,Se Re NCD 8.45% Sr.I Opt2,08/12/2020, , ,07/12/2020, , ,INTEREST PAYMENT         
Y2,L&TFINANCE,L,08/12/2020, , ,07/12/2020, , ,INTEREST PAYMENT         
Y3,L&TFINANCE,L,08/12/2020, , ,07/12/2020, , ,INTEREST PAYMENT         
Y4,L&TFINANCE,L,08/12/2020, , ,07/12/2020, , ,INTEREST PAYMENT         
Y5,L&TFINANCE,L,08/12/2020, , ,07/12/2020, , ,INTEREST PAYMENT         
Y6,L&TFINANCE,L,08/12/2020, , ,07/12/2020, , ,INTEREST PAYMENT         
Y7,L&TFINANCE,L,08/12/2020, , ,07/12/2020, , ,INTEREST PAYMENT         
Y8,L&TFINANCE,L,08/12/2020, , ,07/12/2020, , ,INTEREST PAYMENT         
Y9,L&TFINANCE,L,08/12/2020, , ,07/12/2020, , ,INTEREST PAYMENT         
YB,SRTRANSFIN,BOND 9.71% PA SRN S-V,16/12/2020, , ,15/12/2020, , ,INTEREST PAYMENT         
YO,SRTRANSFIN,Sec Red NCD 9.12% Sr. I,17/12/2020, , ,16/12/2020, , ,INTEREST PAYMENT         
YP,SRTRANSFIN,Sec Red NCD 9.30% Sr. II,17/12/2020, , ,16/12/2020, , ,INTEREST PAYMENT         
YV,SRTRANSFIN,Shriram Transport Finance,16/12/2020, , ,15/12/2020, , ,INTEREST PAYMENT         
YW,SRTRANSFIN,Shriram Transport Finance,16/12/2020, , ,15/12/2020, , ,INTEREST PAYMENT         
Z3,SRTRANSFIN,Sec Red NCD 9.12% Sr.I,16/12/2020, , ,15/12/2020, , ,INTEREST PAYMENT         
Z4,SRTRANSFIN,Sec Red NCD 9.22% Sr.II,16/12/2020, , ,15/12/2020, , ,INTEREST PAYMENT         
Z5,SRTRANSFIN,Sec Red NCD 9.31% Sr.III,16/12/2020, , ,15/12/2020, , ,INTEREST PAYMENT         
ZD,SRTRANSFIN,Sec Red NCD 8.52% Sr.I,16/12/2020, , ,15/12/2020, , ,INTEREST PAYMENT         
ZE,SRTRANSFIN,Sec Red NCD 8.66% Sr.II,16/12/2020, , ,15/12/2020, , ,INTEREST PAYMENT         
ZF,SRTRANSFIN,Sec Red NCD 8.75% Sr.III,16/12/2020, , ,15/12/2020, , ,INTEREST PAYMENT         

