SERIES,SYMBOL,SECURITY,RECORD_DT,BC_STRT_DT,BC_END_DT,EX_DT,ND_STRT_DT,ND_END_DT,PURPOSE
EQ,VIVIMEDLAB,Vivimed Labs Limited, ,25/12/2020,30/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,HCC,Hindustan Construc Co., ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SIMPLEXINF,Simplex Infrastructures L, ,22/12/2020,30/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,KOHINOOR,Kohinoor Foods Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,BARTRONICS,Bartronics India Limited, ,28/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,VISASTEEL,Visa Steel Limited, ,15/12/2020,22/12/2020,11/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,3IINFOTECH,3i Infotech Limited, ,16/12/2020,23/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SANWARIA,Sanwaria Consumer Ltd., ,17/12/2020,24/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,NSIL,Nalwa Sons Investments Li, ,21/12/2020,24/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,CYBERMEDIA,Cyber Media (India) Limit, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,PREMIER,Premier Limited, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SHAHALLOYS,Shah Alloys Limited, ,11/12/2020,23/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,PAEL,PAE Limited, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,HDIL,Housing Development and I, ,23/12/2020,23/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ARIHANT,Arihant Foundations & Hou, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,OMAXE,Omaxe Limited, ,19/12/2020,24/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SATHAISPAT,Sathavahana Ispat Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,VISUINTL,Visu International Limite, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,PRAENG,Prajay Engineers Syndicat, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,BFUTILITIE,BF Utilities Limited, ,30/12/2020,30/12/2020,28/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ATLANTA,Atlanta  Limited, ,16/12/2020,23/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,WEBELSOLAR,Websol Energy System Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,POWERGRID,Power Grid Corporation of,19/12/2020, , ,17/12/2020, , ,INTDIV - RS 5 PER SH     
EQ,ANANTRAJ,Anant Raj Industries Limi, ,24/12/2020,30/12/2020,22/12/2020, , ,AGM/DIV - RE 0.08 PER SH 
EQ,BINANIIND,Binani Industries Limited, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MIC,MIC Electronics Limited, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ENERGYDEV,Energy Development Compan, ,22/12/2020,28/12/2020,18/12/2020, , ,AGM/DIV - RS 0.50 PER SH 
EQ,MBECL,Mcnally Bharat Engineerin, ,16/12/2020,22/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,GATI,GATI Limited, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,POCHIRAJU,Pochiraju Industries Limi, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,BVCL,Barak Valley Cements Limi, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ADVANIHOTR,Advani Hotels & Resorts (, ,12/12/2020,22/12/2020,10/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,GLOBALVECT,Global Vectra Helicorp Li, ,28/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MADHAV,Madhav Marbles and Granit, ,19/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,REFEX,Refex Industries Limited, ,25/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SUJANAUNI,Sujana Universal Industri, ,28/12/2020,28/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,BANG,Bang Overseas Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JAYNECOIND,Jayaswal Neco Industr Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,GOLDENTOBC,Golden Tobacco Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,KWALITY,Kwality Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MMTC,MMTC Limited, ,17/12/2020,24/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JIKIND,JIK Industries Limited, ,11/12/2020,18/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JINDCOT,Jindal Cotex Ltd, ,25/12/2020,30/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,TWL,Titagarh Wagons Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SYNCOM,Syncom Healthcare Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,BGLOBAL,Bharatiya Global Info Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,DBREALTY,D B Realty Limited, ,16/12/2020,22/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,DATAMATICS,Datamatics Global Ser.Ltd, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SMPL,Splendid Metal Prod. Ltd, ,28/12/2020,28/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JPINFRATEC,Jaypee Infratech Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ZEELEARN,Zee Learn Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ASIANHOTNR,Asian Hotels (North) Ltd, ,19/12/2020,24/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,PRAKASHSTL,Prakash Steelage Ltd, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,IL&FSTRANS,IL&FS Trans Net Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,TI,Tilaknagar Industries Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,RKDL,Ravi Kumar Distilleries, ,16/12/2020,23/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,RESPONIND,Responsive Industries Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,AGM/DIV - RS 0.07 PER SH 
EQ,KSERASERA,KSS Limited, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,INVENTURE,Inventure Gro & Sec Ltd, ,18/12/2020,26/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SEZAL,Sezal Glass Limited, ,26/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JISLDVREQS,Jain DVR Equity Shares, ,21/12/2020,30/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SANGHVIFOR,Sanghvi For & Eng Ltd, ,15/12/2020,24/12/2020,11/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,RUSHIL,Rushil Decor Limited, ,12/12/2020,18/12/2020,10/12/2020, , ,AGM/DIV - RS 0.50 PER SH 
EQ,ONELIFECAP,Onelife Cap Advisors Ltd, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MTEDUCARE,MT Educare Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,THOMASCOTT,Thomas Scott (India) Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,HUBTOWN,Ackruti City Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,TGBHOTELS,Bhagwati Banquets And Hot, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SHIRPUR-G,Agee Gold Refiners Ltd., ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,VIVIDHA,Visagar Polytex Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,UJAAS,Ujaas Energy Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,NDL,Nandan Denim Limited, ,26/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,LYPSAGEMS,Lypsa Gems & Jewel Ltd, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SKIL,SKIL Infrastr. Ltd., ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ARCOTECH,Arcotech Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,CCHHL,Country Club Hosp Hol Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JMA,Jullundur Mot Agency Ltd,24/12/2020, , ,23/12/2020, , ,BUY BACK                 
EQ,MANPASAND,Manpasand Beverages Ltd., ,28/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,PRABHAT,Prabhat Dairy Limited, ,21/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MFSL,Max Fin Serv Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,KRIDHANINF,Kridhan Infra Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MAJESCO,Majesco Limited,25/12/2020, , ,23/12/2020, , ,INTERIM DIVIDEND         
EQ,ORTINLABSS,Ortin Laboratories Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SIMBHALS,Simbhaoli Sugars Ltd., ,15/12/2020,21/12/2020,11/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,STAMPEDE,Stampede Capital Ltd, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,NAGAFERT,Nagarjun Fert and Che Ltd, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SETCO,Setco Automotive Ltd, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MAXVIL,Max Ventures and Inds Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,CUPID,Cupid Limited, ,21/12/2020,22/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MAHASTEEL,Mahamaya Steel Inds Ltd, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ITDC,India Tour. Dev. Co. Ltd., ,28/12/2020,30/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SCAPDVR,Stampede Capital Limited, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,NTL,Neueon Towers Limited, ,28/12/2020,28/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,HAL,Hindustan Aeronautics Ltd,19/12/2020, , ,17/12/2020, , ,INT DIV - RS 15 PER SH   
EQ,BCG,Lycos Internet Limited, ,22/12/2020,28/12/2020,18/12/2020, , ,AGM/DIV - RS 0.05 PER SH 
EQ,MOHOTAIND,Mohota Industries Ltd., ,17/12/2020,24/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,HAVISHA,Sri Havisha Hosp infr Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,PROSEED,Proseed India Limited, ,13/12/2020,19/12/2020,10/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,HEMIPROP,Hemisphere Prop Ind Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,VALIANTORG,Valiant Organics Limited,28/12/2020, , ,24/12/2020, , ,BONUS 1:1                
EQ,ORCHPHARMA,Orchid Pharma Limited, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SPICEJET,Spicejet Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SEYAIND,Seya Industries Limited, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,GFSTEELS,Grand Foundry Ltd, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,DPWIRES,D P Wires Limited, ,23/12/2020,31/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,GBGLOBAL,GB Global Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
GS,833GS2026,GOI LOAN 8.33% 2026,08/01/2021, , ,07/01/2021, , ,INTEREST PAYMENT         
GS,732GS2024,GOVERNMENT OF INDIA,27/01/2021, , ,25/01/2021, , ,INTEREST PAYMENT         
GS,83GS2042,GOI LOAN 8.30% 2042,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
GS,84GS2024,GOI LOAN 8.40% 2024,27/01/2021, , ,25/01/2021, , ,INTEREST PAYMENT         
GS,923GS2043,GOI LOAN 9.23% 2043,22/12/2020, , ,21/12/2020, , ,INTEREST PAYMENT         
GS,726GS2029,GOI LOAN 7.26% 2029,13/01/2021, , ,12/01/2021, , ,INTEREST PAYMENT         
GS,116GS2020,GOI LOAN 11.60% 2020,24/12/2020, , , , , ,INTEREST PAYMENT/REDEMPTI
GS,679GS2029,GOI LOAN 6.79% 2029,24/12/2020, , ,23/12/2020, , ,INTEREST PAYMENT         
GS,683GS2039,GOI 6.83% 2039,18/01/2021, , ,15/01/2021, , ,INTEREST PAYMENT         
GS,684GS2022,GOI LOAN 6.84% 2022,18/12/2020, , ,17/12/2020, , ,INTEREST PAYMENT         
GS,717GS2028,GOI LOAN 7.17% 2028,07/01/2021, , ,06/01/2021, , ,INTEREST PAYMENT         
GS,735GS2024,GOI LOAN 7.35% 2024,21/12/2020, , ,18/12/2020, , ,INTEREST PAYMENT         
GS,759GS2026,GOI LOAN 7.59% 2026,08/01/2021, , ,07/01/2021, , ,INTEREST PAYMENT         
GS,773GS2034,GOI LOAN 7.73% 2034,18/12/2020, , ,17/12/2020, , ,INTEREST PAYMENT         
GS,813GS2045,GOI LOAN 8.13% 2045,21/12/2020, , ,18/12/2020, , ,INTEREST PAYMENT         
GS,700GS2021,GOI LOAN 7.00% 2021,20/01/2021, , ,19/01/2021, , ,INTEREST PAYMENT/REDEMPTI
GS,617GS2021,GOI LOAN 6.17% 2021,14/01/2021, , ,13/01/2021, , ,INTEREST PAYMENT         
GS,83GS2040,GOI LOAN 8.30% 2040,01/01/2021, , ,31/12/2020, , ,INTEREST PAYMENT         
H9,IDFCFIRSTB,Bond 9% 2021 Tr-1 Sr-I,19/12/2020, , ,17/12/2020, , ,INTEREST PAYMENT         
M1,SREIBNPNCD,Sec Red NCD 9.12% Sr. VI,23/12/2020, , ,16/12/2020,16/12/2020,22/12/2020,INTEREST PAYMENT         
M4,SREIBNPNCD,Sec Red NCD 8.43% Sr. III,28/12/2020, , ,18/12/2020,18/12/2020,24/12/2020,INTEREST PAYMENT         
M7,SREIBNPNCD,Sec Red NCD 8.65% Sr. VI,28/12/2020, , ,18/12/2020,18/12/2020,24/12/2020,INTEREST PAYMENT         
MA,SREIBNPNCD,Uns Red NCD 9.12% Sr. IX,28/12/2020, , ,18/12/2020,18/12/2020,24/12/2020,INTEREST PAYMENT         
MF,ABSLFTOYDQ,BIRLASLAMC - ABSLFTOYDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTOYRQ,BIRLASLAMC - ABSLFTOYRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTOXRQ,BIRLASLAMC - ABSLFTOXRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTOXDQ,BIRLASLAMC - ABSLFTOXDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQFDQ,BIRLASLAMC - ABSLFTQFDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQFRQ,BIRLASLAMC - ABSLFTQFRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQGRQ,BIRLASLAMC - ABSLFTQGRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQJRQ,BIRLASLAMC - ABSLFTQJRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPDRQ,BIRLASLAMC - ABSLFTPDRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPDDQ,BIRLASLAMC - ABSLFTPDDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPBRQ,BIRLASLAMC - ABSLFTPBRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPBDQ,BIRLASLAMC - ABSLFTPBDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPTDQ,BIRLASLAMC - ABSLFTPTDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPTRQ,BIRLASLAMC - ABSLFTPTRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQLDQ,BIRLASLAMC - ABSLFTQLDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQBDQ,BIRLASLAMC - ABSLFTQBDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQBRQ,BIRLASLAMC - ABSLFTQBRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPMDQ,BIRLASLAMC - ABSLFTPMDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPMRQ,BIRLASLAMC - ABSLFTPMRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPWDQ,BIRLASLAMC - ABSLFTPWDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPWRQ,BIRLASLAMC - ABSLFTPWRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQLRQ,BIRLASLAMC - ABSLFTQLRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPJRQ,BIRLASLAMC - ABSLFTPJRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPJDQ,BIRLASLAMC - ABSLFTPJDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQKDQ,BIRLASLAMC - ABSLFTQKDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQCRQ,BIRLASLAMC - ABSLFTQCRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQCDQ,BIRLASLAMC - ABSLFTQCDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQYDQ,BIRLASLAMC - ABSLFTQYDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPGRQ,BIRLASLAMC - ABSLFTPGRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPGDQ,BIRLASLAMC - ABSLFTPGDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPURQ,BIRLASLAMC - ABSLFTPURQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPUDQ,BIRLASLAMC - ABSLFTPUDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPVRQ,BIRLASLAMC - ABSLFTPVRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPVDQ,BIRLASLAMC - ABSLFTPVDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPIRQ,BIRLASLAMC - ABSLFTPIRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPIDQ,BIRLASLAMC - ABSLFTPIDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQHRQ,BIRLASLAMC - ABSLFTQHRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQHDQ,BIRLASLAMC - ABSLFTQHDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQIRQ,BIRLASLAMC - ABSLFTQIRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQMDQ,BIRLASLAMC - ABSLFTQMDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,UTFIMIPRPI,UTI-FIIF - MIP - I - RDP,23/12/2020, , , , , ,DIV/STP                  
MF,UTFIMIPRRI,UTI-FIIF - MIP - I - RDR,23/12/2020, , , , , ,DIV/STP                  
MF,UTFIMIPRGI,UTI-FIIF - MIP - I - RG,23/12/2020, , , , , ,STP                      
MF,UTFDMIPIGI,UTIAMC - UTFDMIPIGI,23/12/2020, , , , , ,STP                      
MF,UTFDMIPIRI,UTIAMC - UTFDMIPIRI,23/12/2020, , , , , ,DIV/STP                  
MF,UTFDMIPIPI,UTIAMC - UTFDMIPIPI,23/12/2020, , , , , ,DIV/STP                  
MF,HHOF1140RG,HDFCAMC - HHOF1140RG,21/12/2020, , , , , ,REDEMPTION               
MF,HHOF1140DD,HDFCAMC - HHOF1140DD,21/12/2020, , , , , ,REDEMPTION               
MF,HHOF1140DG,HDFCAMC - HHOF1140DG,21/12/2020, , , , , ,REDEMPTION               
MF,HHOF1140RD,HDFCAMC - HHOF1140RD,21/12/2020, , , , , ,REDEMPTION               
MF,MXIRG,SUNDARMAMC - MXIRG,28/12/2020, , , , , ,REDEMPTION               
MF,MXIRD,SUNDARMAMC - MXIRD,28/12/2020, , , , , ,REDEMPTION               
MF,MXIDG,SUNDARMAMC - MXIDG,28/12/2020, , , , , ,REDEMPTION               
MF,MXIDD,SUNDARMAMC - MXIDD,28/12/2020, , , , , ,REDEMPTION               
MF,ABSLFTQURQ,BIRLASLAMC - ABSLFTQURQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQUDQ,BIRLASLAMC - ABSLFTQUDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQNDQ,BIRLASLAMC - ABSLFTQNDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQODQ,BIRLASLAMC - ABSLFTQODQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQORQ,BIRLASLAMC - ABSLFTQORQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQVDQ,BIRLASLAMC - ABSLFTQVDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQVRQ,BIRLASLAMC - ABSLFTQVRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQYRQ,BIRLASLAMC - ABSLFTQYRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQQDQ,BIRLASLAMC - ABSLFTQQDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQQRQ,BIRLASLAMC - ABSLFTQQRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQMRQ,BIRLASLAMC - ABSLFTQMRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPERQ,BIRLASLAMC - ABSLFTPERQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPEDQ,BIRLASLAMC - ABSLFTPEDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPYDQ,BIRLASLAMC - ABSLFTPYDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQXRQ,BIRLASLAMC - ABSLFTQXRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTRCRQ,BIRLASLAMC - ABSLFTRCRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTRCDQ,BIRLASLAMC - ABSLFTRCDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPHDQ,BIRLASLAMC - ABSLFTPHDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPHRQ,BIRLASLAMC - ABSLFTPHRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTRDRQ,BIRLASLAMC - ABSLFTRDRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQWRQ,BIRLASLAMC - ABSLFTQWRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQWDQ,BIRLASLAMC - ABSLFTQWDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQXDQ,BIRLASLAMC - ABSLFTQXDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTRERQ,BIRLASLAMC - ABSLFTRERQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTREDQ,BIRLASLAMC - ABSLFTREDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPFDQ,BIRLASLAMC - ABSLFTPFDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTPFRQ,BIRLASLAMC - ABSLFTPFRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQRDQ,BIRLASLAMC - ABSLFTQRDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTQRRQ,BIRLASLAMC - ABSLFTQRRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTRHRQ,BIRLASLAMC - ABSLFTRHRQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
MF,ABSLFTRHDQ,BIRLASLAMC - ABSLFTRHDQ,28/12/2020, , ,24/12/2020, , ,DIVIDEND                 
